web-scraper-order,web-scraper-start-url,descrip,precio
1616367838-2018,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,"Casa de 3 Recámaras Equipada, en El Refugio - Renta","$13,000"
1616367775-1939,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en Renta. El Refugio,"$14,000"
1616367817-2000,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,RENTA CASA REFUGIO,"$10,500"
1616367608-1691,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,"CASA EN RENTA EN LA COL. PATHÉ, 3 RECAMARAS, CTO. DE SERVICIO CON BAÑO COMPLETO","$14,000"
1616367734-1882,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Casa sola en Renta, en Juriquilla, Querétaro","$19,000"
1616367838-2034,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,RENTA CASA REFUGIO IKUNA (BOJAI),"$15,500"
1616367713-1851,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,RENTA DE CASA EN JARDINES DE JURIQUILLA,"$16,000"
1616367901-2108,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616367754-1921,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa de 3 Recámaras en Renta Dentro de Privada con Amenidades en El Refugio SRM,"$12,500"
1616367608-1692,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Casa con Roof Garden de 350 mts2 y 3 dormitorios! JPC 19-1344,"$23,000"
1616367922-2146,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en renta EL Refugio 3 habitaciones JRH,"$10,500"
1616367880-2080,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en Renta. El Refugio. FVR,"$18,500"
1616367943-2182,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"CASA EN RENTA EN EL REFUGIO $8,600.00","$8,600"
1616367922-2154,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en renta por el Fray Junipero Serra OFP 20 1124,"$23,000"
1616367692-1811,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,JURIQUILLA CASA EN RENTA 3 RECAMARAS CON BAÑO COMPLETO CADA UNA ROOF GARDEN,"$18,000"
1616367922-2157,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Hermosa Casa Torre de Piedra,"$15,000"
1616367629-1737,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Casa en Renta Amueblada, Cuenta con 3 Recamaras Excelente Oportunidad YCC","$16,000"
1616367859-2060,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,"Casa en El Refugio, condominio con variedad de amenidades! RAHQRO 19-2439","$14,000"
1616367692-1832,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Renta de casa Amueblada en Residencial Caletto, Juriquilla. Querétaro","$14,000"
1616367650-1753,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,RENTA DE CASA EN MISIONES JURIQUILLA,"$37,000"
1616367650-1771,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Recámaras juriquilla,"$2,500"
1616367901-2109,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,"Casa en renta condominio La Cima, el Refugio Querétaro con excelente iluminación","$15,500"
1616367859-2048,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en Fracc. El Refigio Qro.  CMC #20-1606,"$13,000"
1616367754-1895,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,RENTA CASAS QUERETARO EL REFUGIO,"$11,000"
1616367608-1708,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,VENTA CASA ALAMOS 1a.,"$19,000"
1616367880-2094,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en Fracc. El Refigio Qro.  CMC #20-1606,"$13,000"
1616367650-1766,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa en renta en Altos de juriquilla Amueblada 3 recamaras y Roof,"$19,000"
1616367546-1621,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/?currency=mxn,Lomas del Marqués. Casa Equipada en Renta con Jardín y Amenidades,"$11,000"
1616367775-1924,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,"Casa en Renta Anhelo El Refugio, amueblada o sin amueblar","$16,500"
1616367587-1678,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa de Exclente Ubicación en Renta - El Mirador,"$12,000"
1616367922-2158,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Amplia casa en renta en El Refugio en cerrada con vigilancia las 24hrs JF,"$12,500"
1616367943-2166,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,SE RENTA CASA CON ESTUDIO EN PB EN EL REFUGIO,"$23,000"
1616367796-1964,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,"Renta casa El Refugio, Querétaro: 3 recámaras, sala de t.v., jardín","$14,000"
1616367567-1633,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta El Mirador 3 habitaciones AVH,"$12,000"
1616367734-1863,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Preciosa Casa en Renta en Condominio Gran Capricho, en Cumbres del Lago","$18,000"
1616367817-1994,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616367901-2127,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616367817-2010,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Excelente casa en renta en el refugio,"$16,000"
1616367567-1644,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en Renta en El mirador,"$9,000"
1616367692-1815,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Casa en Renta Juriquilla Queretaro 3 habitaciones y con amenidades,"$13,000"
1616367671-1793,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Queretaro Casa en Renta,"$28,000"
1616367608-1709,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Residencia en Renta El Campanario Para Estrenar,"$55,000"
1616367567-1647,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,"Casa en Renta en Residencial del parque 3 recamaras, YCC","$12,000"
1616367754-1903,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616367587-1654,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Renta de casa Queretaro privada dos deseos El Mirador,"$11,000"
1616367713-1839,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,RENTA CASAS QUERETARO JURIQUILLA LA RICA  AA,"$55,000"
1616367859-2061,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en El Refugio con buena ubicación sin amueblar y 164 mts2! RAHQRO,"$13,500"
1616367692-1818,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa Equipada y con Jardín Para Estrenar, San Isidro Juriquilla - Renta","$12,000"
1616367901-2118,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616367922-2147,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en condominio - Fraccionamiento Residencial El Refugio,"$10,500"
1616367567-1648,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa hermosa en El Mirador sin amueblar de 175 mts2! RAHQRO,"$13,000"
1616367943-2190,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,CASA EN RENTA EN EL REFUGIO CON SEGURIDAD ALBERCA Y JARDIN,"$10,500"
1616367608-1689,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Casa en renta Milenio 3 habitaciones JRH,"$15,000"
1616367713-1840,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa en Renta Privada Nayara Residencial San Isidro Juriquilla,"$11,500"
1616367922-2139,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa Para Renta con Mantenimiento Incluido - El Refugio,"$14,000"
1616367608-1712,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,"Casa en renta, a una cuadra de Los Arcos en Queretaro, 4 Recamaras.","$30,000"
1616367943-2184,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"Renta Casa en Privada Florenza en el Refugio, Qro","$12,500"
1616367546-1596,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/?currency=mxn,"Campanario, casa en renta","$55,000"
1616367734-1868,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Rento casa en Cumbres de lago Juriquilla,"$14,000"
1616367671-1777,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,"CASA EN RENTA  frente areas verdes, Juriquilla Queretaro","$14,000"
1616367671-1788,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa - Juriquilla,"$14,000"
1616367546-1616,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/?currency=mxn,RESIDENCIA EN VENTA CON HERMOSA VISTA AL LAGO,"$70,000"
1616367775-1926,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa amueblada en Torre de Piedra el Refugio,"$20,000"
1616367567-1626,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta El Mirador 3 habitaciones JRH,"$25,000"
1616367734-1892,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,CASA  RENTA VILLAS DE JURIQUILLA STA FE QUERETARO,"$11,500"
1616367692-1830,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Amplia casa en Juriquilla atras de la UVM,"$11,500"
1616367859-2056,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa sin Amoblar en el Refugio de 3 Dormitorios y 164 Mts2! Rcs,"$13,500"
1616367880-2089,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en Renta en El Refugio 3 Recamara con Amenidades Sala de Tv Ycc,"$13,000"
1616367650-1764,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,"Casa sola en Renta, en Juriquilla, Querétaro","$65,000"
1616367880-2099,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en El Refugio sin amoblar de 3 dormitorios y 164 mts2 en renta! GOC,"$13,500"
1616367567-1625,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Hermosa casa en Renta dentro de El Mirador,"$11,500"
1616367587-1656,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa de 3 Recámaras en Renta Dentro de Privada en El Mirador SRM 21-2969,"$11,500"
1616367901-2125,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Gran casa en Renta. El Refugio,"$19,000"
1616367629-1729,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA CONDOMINIO MILENIO,"$20,000"
1616367796-1966,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,RENTA CASA REFUGIO RESIDENCIAL,"$17,900"
1616367650-1770,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,"Estrena Casa en condominio en venta con doble seguridad,Lomas de Juriquilla,QRO.",Contactar agente para saber precio
1616367692-1808,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,RENTA Y VENTA DE DEPARTAMENTO  EN ALTOS JURIQUILLA,"$16,500"
1616367922-2132,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,CASA EN RENTA EN RESIDENCIAL EL REFUGIO DENTRO DE CONDOMINIO CON AMENIDADES,"$12,500"
1616367650-1759,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa en renta amueblada Olivar del Prado GGV#21-2635,"$9,500"
1616367671-1775,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Local en renta PLAZA JURIQUILLA 1,"$28,050"
1616367713-1847,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Bonita casa amueblada con 2 recámaras y Aceptan mascotas en San Isidro Juri JF,"$11,000"
1616367817-2007,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,"Casa en Renta Amueblada en Metropolis, El Refugio, Queretaro","$18,000"
1616367650-1752,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,HERMOSA CASA EN VENTA UBICADA EN JURIQUILLA CAMPESTRE !!,"$19,000"
1616367901-2104,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones AVH,"$15,500"
1616367546-1604,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/?currency=mxn,Exclusiva residencia en renta,"$140,000"
1616367901-2122,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Amplia casa en El Refugio de 3 recamaras y 3 niveles!,"$15,500"
1616367796-1952,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,Casa en Renta. El Refugio,"$14,000"
1616367943-2174,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"Casa en Renta,  El Refugio, Querétaro.","$26,000"
1616367734-1878,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,RENTA O VENTA CASA AMUEBLADA EN CUMBRES DEL LAGO JURIQUILLA,"$35,000"
1616367859-2067,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Renta - Casa con Roof Garden Condominio con Amenidades. Zákia,"$13,000"
1616367629-1715,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa moderna en Milenio 3,"$14,000"
1616367901-2117,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,"El Refugio, RENTA - Casa en privada con seguridad","$11,000"
1616367671-1795,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Juriquilla - Casa en Renta - Residencial con control de acceso,"$15,000"
1616367629-1740,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa en renta Milenio 3 habitaciones JRH,"$15,500"
1616367859-2051,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,"El Refugio - Renta de Casa con Jardín y Balcón, Totalmente Equipada.","$13,000"
1616367796-1969,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,El refugio amueblado hi705,"$17,250"
1616367629-1742,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA DUPLEX AMUEBLADA EN MILENIO lll INCLUYE SERVICIOS,"$17,000"
1616367671-1787,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,HERMOSA CASA DE LUJO EN RENTA AMUEBLADA EN SANTA FE JURIQUILLA,"$25,000"
1616367754-1902,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Espectacular casa amueblada en renta con 3 Rec en El Refugio JF,"$19,000"
1616367943-2163,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,CASA AMUEBLADA EN EL REFUGIO RENTA/VENTA,"$15,500"
1616367629-1732,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Milenio, amplia casa de tres niveles para renta. FVR","$16,000"
1616367734-1867,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Casa en renta Altos de Juriquilla (AMARA),"$14,300"
1616367629-1731,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa de tres niveles en Milenio III con 3 dormitorios y 300 mts2! JGJ,"$15,000"
1616367922-2152,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa con Roof Garden en El Refugio Querétaro  CMC#20-3531,"$16,900"
1616367943-2185,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en Renta Queretaro Vidanta El Refugio,"$10,000"
1616367650-1772,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa Amueblada en renta en Altos de Juriquilla AQC,"$22,000"
1616367692-1821,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Casa amueblada  en renta en Juriquilla OFP 20 2136,"$17,500"
1616367922-2134,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"CASA EN RENTA RESIDENCIAL EL REFUGIO $12,600","$12,600"
1616367775-1933,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en renta sin amoblar en El Refugio de 3 dormitorios! ATC 20-1606,"$13,500"
1616367608-1688,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,Casa en El Milenio de 3 niveles con cocina equipada! GOC 19-2205,"$16,000"
1616367587-1655,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,RENTA CASA 3 DESEOS MIRADOR,"$12,000"
1616367817-2011,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,"Casa en renta en El Refugio, OFP 19-2405","$11,500"
1616367859-2058,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa a estrenar El Refugio sin amueblar y Roof Garden! RAHH,"$15,500"
1616367650-1747,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,"RENTA 4 RECAMARAS, 1 EN PLANTA BAJA, FRACC. ALTOS JURIQUILLA","$15,000"
1616367754-1913,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en renta en el refugio 3 recamaras incluye mantenimiento MFT,"$13,000"
1616367567-1640,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Departamento en renta con excelentes acabados en El Mirador,"$12,500"
1616367608-1705,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,CASA EN RENTA LOMA DORADA,"$27,000"
1616367671-1786,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,BAJA SU PRECIO Casa en VENTA en privada de 6 casas en Juriquilla Queretaro,"$17,000,000"
1616367901-2116,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JRH,"$15,500"
1616367859-2043,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JGCC,"$12,500"
1616367796-1959,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,"Casa en condominio en Renta, en Residencial el Refugio, Querétaro","$14,500"
1616367775-1947,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en El Refugio con cocina integral y 129 mts2! RAHQRO 20-1449,"$13,500"
1616367608-1686,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,RENTA DEPARTAMENTO AMUEBLADO EN MILENIO III QUERETARO,"$21,000"
1616367817-1983,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa en renta El Refugio 3 habitaciones JRH,"$10,500"
1616367734-1881,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"C205 Excelente amueblada o sin amueblar, jacuzzi en la terraza, iluminada, vig24","$15,500"
1616367608-1702,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=2,RENTO CASA QUERETARO COL.CALESA CENTRICA 1 NIVEL X LOS ARCOS AL CENTRO CAMINANDO,"$13,000"
1616367650-1761,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,RENTA DE CASA EN VALLE D JURIQUILLA,"$14,100"
1616367817-1991,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa sin amueblar en El Refugio de 3 dormitorios! GOC 20-1606,"$13,000"
1616367880-2083,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,CASA EN RENTA RESIDENCIAL EL REFUGIO,"$15,500"
1616367713-1834,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Renta de HERMOSA CASA EXCLUSIVA CLUB NÁUTICO JURIQUILLA,"$40,000"
1616367754-1918,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en renta en Bojai Traventino en el Refugio Queretaro,"$12,000"
1616367692-1812,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Rento casa en cumbres del Lago amueblada,"$20,000"
1616367692-1816,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,CASA EN RENTA  JURIQUILLA,"$20,000"
1616367713-1856,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,CASA EN RENTA FRACC SANTA FE JURIQUILLA,"$11,000"
1616367734-1880,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Casa en Renta en Querétaro,"$39,000"
1616367567-1645,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa de Exclente Ubicación en Renta - El Mirador,"$12,000"
1616367671-1792,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,RENTA CASA VISTA AL CAMPO DE GOLF JURIQUILLA QUERETARO/ TI-D,"$47,000"
1616367713-1842,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"Casa en Privada Exclusiva, Variadas Amenidades. San Isidro Juriquilla, Renta","$12,000"
1616367692-1825,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,HERMOSA CASA EN RENTA O VENTA EN JURIQUILLA !!,"$20,000"
1616367880-2082,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,VENTA  Y RENTA DE CASA EN EL REFUGIO,"$15,500"
1616367775-1937,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,"Casa de 3 dormitorios en El Refugio, principal con vestier y baño! RCS","$15,000"
1616367567-1649,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta en Santa Mónica GGV#21-2969,"$11,500"
1616367859-2049,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JRH,"$12,500"
1616367796-1953,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,Casa en Renta a Estrenar en El Refugio,"$15,500"
1616367838-2026,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,Casa en renta El Refugio 3 habitaciones JRH,"$11,000"
1616367775-1943,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en renta en condominio Bojai 47 Fracc. Residencial el Refugio,"$15,000"
1616367943-2164,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,SE RENTA CASA EN EL REFUGIO PRIVADA CON ALBERCA,"$11,000"
1616367838-2031,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,"Hermosa casa en renta en El Refugio de 3 recamaras, la principal con vestidor","$12,500"
1616367629-1727,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Hermosa casa en renta en Milenio AQC,"$15,500"
1616367671-1773,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa - Juriquilla,"$18,000"
