web-scraper-order,web-scraper-start-url,titulo,precio,metros
1620528229-12562,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,"Terreno habitacional en Venta, en Juriquilla, Querétaro","$2,000,000",422
1620528032-11964,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/terreno/for-sale/?currency=mxn,"Terreno en Venta, Corregidora, Querétaro","$2,799,135",382
1620528053-12002,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,Venta de terreno habitacional en Cumbres del lago Juriquilla,"$1,174,500",270
1620528083-12093,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,TERRENO EN VENTA EN QUERETARO Centro Sur,"$81,000,000",6000
1620528053-12013,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,TERRENO EN VENTA DE  EN QUERETARO EN ESQUINA,"$3,500,000",468
1620528065-12025,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,VENTA TERRENO CUMBRES DEL LAGO JURIQUILLA,"$3,132,000",540
1620528175-12400,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,Terreno en Venta en Fraccionamiento Milenio 3ra Sección,"$2,424,177",351
1620528100-12154,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,"Terreno habitacional en Venta, en Jurica, Querétaro","$6,480,000",1350
1620528184-12416,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,TERRENO EN VENTA 164M2 EN MILENIO III,"$1,090,000",164
1620528184-12437,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,VENTA DE TERRENO HABITACIONAL EL MILENIO III,"$3,716,454",614
1620528238-12612,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,"KL / TERRENO EN VENTA, USO DE SUELO MIXTO. JURIQUILLA.","$44,829,877",6583619
1620528166-12357,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/?currency=mxn,TERRENO EN VENTA EN EL MIRADOR QRO.    CMC#20-1095,"$700,000",133
1620528043-11980,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,"TERRENO en Venta en esquina en Cumbres del Lago, Juriquilla","$2,100,000",340
1620528083-12094,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,CENTRO SUR TERRENO VENTA SANTIAGO DE QUERETARO,"$36,000,000",4230
1620528203-12494,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,Terreno en venta Juriquilla JGCC,"$1,735,602",569
1620528109-12182,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=1,Terreno en venta Jurica,"$3,500,000",600
1620528268-12705,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,PRE-VENTA DE TERRENOS EN MIURA JURIQUILLA DE 650m2 EXCELENTE TERRENO,"$7,300",650
1620528119-12224,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,Terreno en zona completamente construida en El Campanario! RCS,"$6,900,000",653
1620528119-12217,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,TERRENO ÚNICO A LA VENTA EN EL CAMPANARIO NORTE,"$2,650,000",292
1620528157-12343,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,Terreno en venta El Campanario,"$5,700,000",600
1620528075-12068,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=1,TERRENO EN VENTA EN CUMBRES DEL LAGO DE 270 m2,"$1,174,500",270
1620528083-12108,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,"TERRENO HABITACIONAL CENTRO SUR EXCELENTE OPORTUNIDAD $38,000,000","$38,000,000",4231
1620528032-11952,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/terreno/for-sale/?currency=mxn,Terreno en Venta en PROLONGACION PASEO DE AMSTERDAM,"$17,500,000",5000
1620528248-12646,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,Venta Terreno en Cumbres del Lago,"$1,616,010",293
1620528065-12048,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,VENTA DE TERRENO EN CUMBRES DEL LAGO,"$3,300,000",470
1620528213-12524,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,"Terrenos en venta en Juriquilla, Queretaro GPS","$925,321",163
1620528175-12381,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,MILENIO III terreno en privada 251m2,"$2,139,280",251
1620528157-12351,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,Terreno en El Campanario en zona completamente construida! RCS,"$6,900,000",653
1620528301-12754,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=2,TERRENO CON USO DE SUELO H2 ANILLO VIAL JUNIPERO,"$76,456,614",29406
1620528238-12602,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,Terreno en Venta en Juriquilla,"$7,377,000",1272
1620528213-12509,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,Terreno en zona premium de la ciudad de 650 mts2! RAHQRO,"$4,875,000",650
1620528229-12583,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,Terreno - Juriquilla,"$93,600,000",15
1620528285-12709,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,"EXCELENTE OPORTUNIDAD, TERRENO EN VENTA EN CUMBRES DEL LAGO JURIQUILLA","$1,184,500",270
1620528043-11994,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,"Terreno habitacional en Venta, en Juriquilla, Querétaro","$5,900,000",884
1620528248-12642,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,TERRENO VENTA 2000 M2 5 DE FEBRERO (CARRETERA 57),"$11,400,000",2000
1620528092-12129,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,¡¡ EXCELENTE TERRENO DE 2400M2 EN VENTA UBICADO EN JURICA !!,"$5,000",2400
1620528157-12350,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,Terreno en mega desarrollo ubicado en El Campanario de 726 mts2! RAHQRO,"$6,467,523",726
1620528166-12380,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/?currency=mxn,Terreno en Venta en Santa Teresa,"$350,000",576
1620528129-12255,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,Terreno en El Campanario de 653 mts2! JGJ 20-2039,"$6,900,000",653
1620528301-12749,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=2,"Terreno en venta, Condesa Juriquilla Querétaro","$1,484,652",239
1620528137-12286,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,PRECIOSO TERRENO PLANO EN CAMPANARIO,"$10,804,400",1102
1620528221-12539,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,VENTA DE TERRENO CON USO DE SUELO MIXTO EN JURIQUILLA,"$11,766,605",1622
1620528311-12783,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,"Terreno habitacional en Venta, en Juriquilla, Querétaro","$1,550,000",300
1620528358-12945,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,"Venta terreno Residencial La Cima, Querétaro: salón de eventos y alberca","$1,197,000",190
1620528248-12624,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,Venta de Terreno en Juriquilla,"$3,500",40000
1620528053-12014,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,"Cumbres del Lago, Terreno Comercial en Excelente Zona. Venta","$1,645,150",253
1620528119-12209,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,Se vende UBICADÍSIMO terreno en el Campanario.Queretaro.,"$7,000,000",750
1620528053-12020,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,"Terreno en Cumbres de Lago, Juriquilla.","$2,000,000",278
1620528238-12617,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,Terreno - Juriquilla,"$20,505,600",2848
1620528175-12382,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,"VENTA DE TERRENO EN MILENIO III PARA DESARROLLO VERTICAL, CON VISTA A LA CAÑADA","$10,597,500",2355
1620528350-12898,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=2,"TERRENO EN VENTA, 4000M2 EN FRAY JUNIPERO SERRA  CMC #20-2358","$22,000,000",4000
1620528092-12127,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,"Terreno en Biogrand Juriquilla, Excelente Precio!","$715,000",162
1620528203-12481,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,VENTA TERRENOS - CAMPESTRE JURIQUILLA - QUERETARO,"$2,158,400",568
1620528341-12882,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,Lote En Venta La Espiga Condominio Aragon Iii Lote 26,"$2,184,000",337
1620528221-12538,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,Juriquilla terreno a una cuadra del campo de golf y 1000 mts2!,"$6,000,000",1000
1620528129-12261,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,El Campanario terreno en esquina de 653 mts2! RCS,"$7,100,000",653
1620528065-12035,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,EXCELENTE TERRENO EN VENTA EN ESQUINA,"$2,995,200",416
1620528213-12528,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,"Juriquilla 4787 m2 Factibilidad 20 Casas, Calle Acequia Blanca","$2,500",4787
1620528100-12153,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,"Terreno para Desarrollo de 480 Viviendas, Uso de Suelo H3 Queretaro CMC#20-2923","$25,940,044",39907
1620528092-12121,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,OPORTUNIDAD DE TERRENO EN VENTA EN JURICA,"$4,312,000",616
1620528137-12266,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,TERRENO EN VENTA / HACIENDA EL CAMPANARIO / QUERÉTARO,"$11,468,000",1113
1620528238-12614,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,Venta de terreno en juriquilla de 1300 mts2 en meson del prado buena inversion,"$6,851,000",1300
1620528268-12683,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,TERRENO EN VENTA  REAL DE JURIQUILLA,"$1,260,000",301
1620528175-12383,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,Terreno habitacional ideal desarrollar depas,"$3,706,895",612
1620528083-12090,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,Terreno Venta  Querétaro cerca CENTRO SUR KM 17 Aproximado,"$1,800,000",1500
1620528248-12636,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,"Terreno de 7,747 m2 listo para desarrollo residencial o comercial en el corazón de Ju...","$65,850,180",7747
1620528221-12532,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,"Venta Terreno de uso Mixto, excelente ubicación en Juriquilla","$261,780,000",32722
1620528285-12717,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,TERRENO EN VENTA JURIQUILLA,"$2,085,200",401
1620528341-12875,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,VENTA DE MACROLOTE IDEAL PARA INVERSIONISTAS,"$29,592,450",6576
1620528248-12647,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,"Excelente Terreno en Villas del Mesón Juriquilla, Queretaro","$119,000,000",34000
1620528092-12124,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,Terreno en desarrollo habitacional de Jurica con un total de 198 lotes ATC,null,134
1620528238-12598,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,Terreno - Juriquilla,"$1,800,000",250
1620528184-12434,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,2 terrenos en venta en Milenio III,"$7,500,000",1126
1620528157-12340,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,TERRENO EN VENTA EN EL CAMPANARIO QUERÉTARO,"$7,000,000",750
1620528157-12332,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,¡¡ EXCELENTE TERRENO DE 708M2 EN FRACCIONAMIENTO RESIDENCIAL EL CAMPANARIO !!,"$6,750,000",708
1620528358-12919,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,Terreno 182.2 m2 Residencial El Refugio Querétaro.,"$1,262,000",182
1620528333-12854,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=4,FRAY JUNIPERO SERRA TERRENO DE USO MIXTO DENTRO DE CONDOMINIO 620 METROS,"$4,216,000",620
1620528285-12738,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,"TERRENO en Venta en esquina en Cumbres del Lago, Juriquilla","$2,100,000",340
1620528311-12786,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,Terreno en Venta en Campestre Juriquilla,"$1,440,000",534
1620528213-12526,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,"Terreno en GRAN RESERVA, JURIQUILLA","$766,100",163
1620528137-12269,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,VENTA DE TERRENO EN EL CAMPANARIO,"$11,468,000",1113
1620528053-12011,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,Terreno en venta Cumbres del Lago JRH,"$2,226,620",253
1620528109-12184,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=1,En venta Terreno para inversionistas de 248 mts en lugar de alta plusvalía jpc,"$1,534,623",248
1620528358-12925,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,"Terreno en VENTA con Proyecto en Obra Negra para Inversión o Vivienda $1,930,000 QUER...","$1,930,000",250
1620528229-12563,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,"Macrolotes VENTA Puerta Norte, entrada a Juriquilla desde $14,282,400 QUERETARO","$14,300,000",2200
1620528358-12929,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,"TERRENO EN VENTE EN FUENTES RESIDENCIAL, UBICACIÓN PREMIUM, ÁREA DE: 276.36 m2","$1,589,070",276
1620528075-12066,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=1,"Terreno en venta en juriquilla, Cumbres del Lago, Queretaro","$1,490,000",301
1620528311-12776,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,TERRENO RESIDENCIAL EN VENTA,"$670,000",144
1620528311-12788,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,EL ESPLENDOR DE LA NATURALEZA CON LAS MEJORES VISTAS PANORAMICAS DE JURIQUILLA,"$1,918,210",275
1620528032-11951,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/terreno/for-sale/?currency=mxn,Terreno en LA PITAYA,"$1,345,200",472
1620528213-12505,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,"TERRENO EN VENTA EN JURIQUILLA, CON HERMOSA VISTA","$6,500,000",1250
1620528065-12053,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,"TERRENO DESCENDENTE, EN CUMBRES DEL LAGO JURIQUILLA","$4,400",270
1620528065-12040,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,"Terreno en Venta en Juriquilla, Queretaro","$1,290,000",270
1620528137-12281,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,TERRENO EN VENTA EN EL CAMPANARIO QUERÉTARO,"$15,000,000",1250
1620528203-12476,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,Terreno en Venta Junipero Serra,"$24,000,000",5000
1620528341-12888,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,"Venta terreno La Cima, Querétaro, cerca de El Refugio: alberca y casa club","$6,300",186
1620528268-12691,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,Venta de Terreno residencial EN COLINAS DE JURIQUILLA Querétaro 246 m2,"$1,259,000",246
1620528258-12677,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=5,VENTA TERRENO JURIQUILLA (247.93 M2),"$1,735,510",247
1620528333-12851,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=4,Terreno En Venta El Refugio 21143 JL,"$11,008,284",1897
1620528301-12748,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=2,VENTA de Terreno en Valle de Juriquilla plano 200 mts Queretaro,"$985,000",200
1620528184-12433,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,MILENIO III terreno plano 194m2,"$1,360,660",194
1620528043-11992,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,TERRENO EN VENTA BALCONES DE JURIQUILLA DE 1570 M2,"$6,500,000",1570
1620528203-12471,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,VENDO TERRENO EN CONDESA JURIQUILLA QUERETARO/AV,"$1,920,463",314
1620528229-12559,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,VENTA TERRENOS - JURIQUILLA CAMPESTRE - QUERETARO,"$1,000,000",277
1620528229-12581,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,TERRENOS RESIDENCIALES DESDE 215 m²,"$1,538,000",215
1620528324-12814,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,"TERRENO DE 1500M2 CON 2 FRENTES  EN FRAY JUNIPERO SERRA, QRO.   CMC #20-2357","$9,000,000",1500
1620528083-12085,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,Venta terreno uso de suelo mixto en centro sur,"$61,248,285",4536
1620528311-12793,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,Terreno en zona exclusiva de Juriquilla con 1000 mts2! JGJ,"$5,250,000",1000
1620528184-12426,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,Terreno en venta en Milenio.,"$6,232,800",588
1620528157-12333,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,"Hermoso Terreno PLANO de 1,572m2 en El Campanario, en la 1er etapa","$13,362,000",1572
1620528065-12029,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,TERRENO HABITACIONAL EN VENTA EN JURIQUILLA FRACC PRIVADO CON VIGILANCIA,"$1,737,825",255
1620528333-12840,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=4,Lote Residencial En Venta La Espiga Condominio Aragon Ii Lote 25,"$2,496,000",378
1620528129-12232,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,3 Terrenos en Venta Milenio Iii Sendero del Destino,null,160
1620528358-12922,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,"TERRENO EN VENTA, EN LA VISTA , EL REFUGIO","$1,750,000",283
1620528119-12213,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,Terreno en Venta Campanario,null,1270
1620528268-12689,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,Terreno en Cumbres del Lago,"$1,490,000",275
1620528213-12511,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,Terreno en Cumbres del Lago en Venta,"$1,460,000",295
1620528229-12570,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,"Terreno habitacional en Venta, en Juriquilla, Querétaro","$9,805,941",6053
1620528119-12229,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,"TERRENO RESIDENCIAL EN VENTA, CAMPANARIO DEL CARMEN LOTE 48","$7,576,100",751
1620528175-12399,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,TERRENO COMERCIAL EN VENTA / MILENIO III / QUERÉTARO,"$6,837,500",547
1620528213-12504,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,TERRENO EN VENTA EN COLINAS DE JURIQUILLA,"$1,350,000",228
1620528157-12337,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,Lote residencial en venta  camp. De la trinidad lote 30,"$16,510,200",1375
1620528350-12894,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=2,Terrenos en venta a partir de 600m2 con uso mixto en excelente ubicación.,"$4,216,000",620
1620528043-11968,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,Terreno en Venta  Queretaro Cumbres del lago  Juriquilla,"$3,150,000",526
1620528358-12940,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,"VENTA DE MACROLOTES EN QUERÉTARO, IDEAL PARA INVERSIONISTA O DESARROLLADOR.","$39,121,649",7984
1620528109-12177,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=1,"VENTA DE TERRENO EN QUERÉTARO, HACIENDA JURICA, PLANO DE 600 m2 Y BARDEADO.","$3,900,000",600
1620528157-12325,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,TERRENO EN VENTA EN FRACCIONAMIENTO  EL CAMPANARIO,"$8,200,000",747
1620528137-12268,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,"Terreno en Venta el Campanario de la Trinidad 39, con Proyecto.","$11,468,000",1113
1620528350-12905,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=2,TERRENOS EN VENTA EN LA ESPIGA QUERÉTARO,"$2,083,398",338
1620528043-11985,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,"TERRENO 1,570  MTS EN VENTA  BALCONES DE JURIQUILLA QUERÉTARO","$6,500,000",1570
1620528311-12790,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,KL / EXCELENTE TERRENO RESIDENCIAL EN ESQUINA. JURIQUILLA CAMPESTRE.,"$1,770,000",438
1620528137-12262,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,Terreno en Venta Paseo de Las Capillas 240 vista a campo El Campanario,"$27,724,125",1250
1620528268-12684,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,EXCELENTE TERRENO EN VENTA  EN PRESERVE JURIQUILLA,"$924,000",220
1620528083-12104,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,TERRENO EN CLAUSTRO DEL SUR EN CENTRO SUR,"$4,595,000",510
1620528324-12811,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,Lote de uso mixto dentro de desarrollo comercial y de servicios,"$4,216,000",620
1620528324-12818,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,"MACROLOTEH8 ideales para desarrolladores e inversionistas, Fray Junipero Serra","$22,941,540",5098
1620528221-12553,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,"Venta, Terreno Habitacional en Fraccionamiento con Seguridad. Juriquilla","$557,000",132
1620528333-12846,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=4,TERRENOS EN VENTA EN LA ESPIGA QUERÉTARO,"$2,223,828",358
1620528184-12411,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,Terreno en venta en Milenio III muy cerca del Superama,"$2,906,930",447
