web-scraper-order,web-scraper-start-url,titulo,precio,recamaras,mconstruidos
1620518485-2139,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?&page=10,"Excelente Casa en Venta en el El Campanario, Querétaro, Qro.","$18,500,000",5,652
1620519564-4672,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=34,CASAS EN VENTA EN EL REFUGIO 3 REC QUERETARO,"$2,525,000",3,158
1620519865-5631,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=2,"Preciosa Casa en El Refugio, Paseo San Junípero, 3 Recámaras, Alberca, LUJO!","$1,958,000",3,132
1620519669-5001,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=23,Casa en venta en el refugio AQC,"$2,350,000",3,149
1620518401-1872,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=9,VENTA DE CASA 1 NIVEL CON 4 HABITACIONES EN JURICA,"$12,000,000",4,712
1620519047-3287,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=41,Casa con Roof Garden de 3 Recámaras en San Isidro Juriquilla. Venta,"$3,363,840",3,262
1620518384-1807,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=11,Venta Casa Duplex en Jurica Queretaro,"$3,320,000",3,235
1620518208-1193,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=15,CUMBRES DEL LAGO CASA EN VENTA A ESTRENAR 3 REC PRINCIPAL EN PB CUARTO SERVICIO,"$4,550,000",3,276
1620518897-2974,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=1,"Preciosa Casa en Milenio III, 3 Recamaras, Jardín, 2.5 , Cochera Cerrada !!","$2,600,000",3,150
1620518174-1089,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=19,VENTA DE CASA EN CUMBRES DEL LAGO,"$4,950,000",3,347
1620519659-4979,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=24,Casa con accesos directos y excelente ubicación AGT,"$3,190,000",3,160
1620518818-2814,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=6,Casa en venta Milenio 3 habitaciones JRH,"$2,970,000",3,150
1620519327-4048,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=16,VENTA CASA EN SAN ISIDRO JURIQUILLA 3 RECAMARAS 3 ,null,3,109
1620518296-1500,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=5,CASA EN VENTA EN CUMBRES DEL LAGO JURIQUILLA QUERÉTARO,"$4,200,000",3,258
1620518570-2251,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?&page=5,Hermosa residencia en venta,"$16,400,000",4,559
1620518322-1584,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=2,"Preciosa Residencia en Cumbres del Lago 4ta Recamara en PB, Roof Garden, Jardín.","$4,800,000",4,310
1620519874-5659,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=1,"Preciosa Residencia de Autor en El Refugio, 3 Recamaras, 3.5 , Estudio,..","$3,190,000",3,199
1620519874-5665,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=1,Casa 4 recamaras a 3 minutos de paseo Querétaro. Dentro del Refugio Qro.,"$3,152,125",4,168
1620518306-1539,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=4,"Casa en venta, Cumbres del Lago en Juriquilla","$5,200,000",3,392
1620519753-5272,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=14,Casa en Venta. El Refugio. FVR,"$2,450,000",3,130
1620519865-5633,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=2,EL REFUGIO OPORTUNIDAD CASA EN VENTA. MUY BONITA!,"$3,450,000",4,220
1620519056-3321,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=40,Casa en San Isidro de 3 dormitorios y 161 mts2! QH 20-2016,"$2,178,500",3,161
1620519129-3514,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=34,"Casa NUEVA de 3 Recamaras + Roof Garden en Privada, Alberca, Giasio $3,350,000","$3,350,000",3,180
1620519341-4076,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=15,Venta Casa Baldeon La Condesa Juriquilla,"$4,150,000",4,250
1620519697-5096,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=20,Venta de Cómoda Casa de 2 Niveles a Pie de Calle. El Refugio,"$3,400,000",3,200
1620518939-3061,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=49,Casa en Venta en Juriquilla,"$3,700,000",3,230
1620519687-5080,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=21,Casa en El Refugio de 3 dormitorios y Roof Garden muy amplio! RAHQRO,"$2,990,000",3,180
1620519470-4405,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=4,"Preciosa Casa en Juriquilla, La Gran Reserva PRESERVE, 3 Recamaras, Jardín, ROOF","$2,650,000",3,185
1620518226-1257,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=13,Amplia casa en Cumbre del Lago de 425 mts2 y 3 niveles! RAHQRO,"$7,950,000",4,425
1620519351-4103,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=14,"Casa NUEVA  en venta en Juriquilla Queretaro Recamara en PB, Casa inteligente","$4,750,000",3,272
1620519838-5552,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=5,"Casa Equipada en Fraccionamiento con Alberca, El Refugio Querétaro 20-3371","$2,465,000",4,152
1620519313-4008,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=17,Casa en Venta  en Queretaro Juriquilla. Uso COMERCIAL y HABITACIONAL. 400m2 terr,"$4,300,000",3,250
1620519211-3742,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=26,Casa en venta Juriquilla 4 habitaciones JGCC,"$17,000,000",4,730
1620518142-954,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/casa/for-sale/?currency=mxn,CASA EN VENTA EN VILLAS DEL ROBLE,"$2,575,000",3,160
1620519533-4595,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=37,Casa en venta El Refugio 3 habitaciones JRH,"$3,590,000",3,161
1620519612-4831,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=29,Casa en venta El Refugio 3 habitaciones JRH,"$4,490,000",3,215
1620518428-1962,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=6,Venta Casa en Jurica Qro una planta excelente estado con 8 estacionamientos,"$15,000,000",4,716
1620519734-5220,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=16,Casa en Venta en El Refugio,"$3,050,000",3,194
1620519097-3432,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=37,"CASA NUEVA en venta CONDESA DE JURIQUILLA, Queretaro. Roof garden, cto servicio","$4,100,000",3,272
1620518467-2079,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=2,Casa en venta en Jurica Campestre Queretaro con bungalow independiente,"$4,750,000",4,340
1620519129-3497,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=34,"Juriquilla - Casa con Palapa, Área de Asadores y Jardín, Para Venta","$8,900,000",3,420
1620519706-5115,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=19,"Se Vende Hermosa Casa en La Cima, Alberca, 2 Habitaciones, 3 , Estudio..","$3,420,000",2,192
1620518419-1923,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=7,Casa en Venta Jurica 3 Habitaciones Jrh,"$13,500,000",3,445
1620519005-3203,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=44,Se vende casa en Juriquilla,"$2,300,000",3,135
1620519678-5030,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=22,Excelente Casa,"$4,490,000",3,245
1620519192-3694,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=28,Venta de casa en Juriquilla con vista Lago y campo de Golf,"$17,000,000",4,null
1620518706-2561,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=5,"Casa en venta en El Mirador, 2 plantas, 3 , 2.5 .","$2,400,000",3,158
1620519303-4003,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=18,"VENTA CASA, GALA CUMBRES DEL LAGO JURIQUILLA QUERÉTARO/ AV","$3,421,080",3,null
1620518384-1808,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=11,Jurica casa con excelente estado de conversación y 235 mts2! RAHH,"$3,320,000",3,235
1620519402-4222,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=10,Casa en JURIQUILLA Con ROOF GARDEN A 8 min UVM,"$3,575,000",4,229
1620518208-1195,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=15,Casa en Venta. Juriquilla. FVR,"$2,704,000",2,134
1620519603-4786,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=30,Hermosa casa estilo americano en venta ubicada en la zona dorada de Queretaro JF,"$3,399,000",3,166
1620519631-4874,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=27,Casa en venta en El Refugio OFP 20 2053,"$2,340,000",3,131
1620518842-2841,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=5,CASA EN VENTA EN FRACCIONAMIENTO ALBORADA,"$5,300,000",4,305
1620519781-5360,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=11,CASA EN CALLE DENTRO DE REFUGIO RESIDECIAL,"$2,300,000",2,146
1620519800-5427,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=9,Casa en venta con 3 recamaras y terraza en El Refugio YCC,"$3,890,000",3,170
1620519075-3354,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=39,CASA EN VENTA GRAN RESERVA PRESERVE JURIQUILLA LL,"$3,200,000",3,160
1620519800-5416,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=9,Refugio vende casa de desarrollo en la zona premium 3 recamaras.,"$2,980,000",3,172
1620519631-4878,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=27,Casa en Venta en El Refugio,"$4,590,000",3,220
1620519744-5254,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=15,Casa en venta El refugio 3 habitaciones JRH,"$1,890,000",3,132
1620518360-1705,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/casa/for-sale/?&page=1,CASA EN VENTA 4 HAB Y ESTUDIO EN PB EN CENTRO SUR,"$5,830,000",5,277
1620519856-5605,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=3,"Casa en venta en colonia Residencial el Refugio, Querétaro, Querétaro","$3,089,379",4,126
1620518226-1277,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=13,"CASA EN VENTA CON ALBERCA PROPIA, 4  CUMBRES DEL LAGO JURIQUILLA","$9,800,000",4,540
1620518792-2745,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=8,"Moderna casa con baño en todas sus recamaras, estudio, cuarto de TV y Roof Garden, id...","$3,980,000",4,235
1620518859-2888,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=4,CASA EN VENTA MILENIO III,"$2,680,000",3,183
1620518182-1123,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=18,CASA NUEVA EN VENTA EN CUMBRES DEL LAGO  JURIQUILLA QUERÉTARO,"$4,100,000",3,287
1620519139-3534,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=33,VENTA CASA EN ALTOS DE JURIQUILLA 3 RECAMARAS 4 ,"$3,869,000",3,232
1620519402-4226,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=10,Casa en PREVENTA,"$1,918,400",3,109
1620519726-5191,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=17,Casa en Venta en El Refugio,"$3,790,000",3,177
1620518419-1935,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=7,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,505
1620519480-4440,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=3,Q-760-FR  Atia Juriquilla,"$3,575,000",3,229
1620518475-2090,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=1,Jurica casa en venta con 5 Recamaras mas cuarto de sevicio,"$16,500,000",6,505
1620519258-3889,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=21,Casa en VENTA en Juriquilla. ¡¡¡Seguridad y diseño para vivir en famlia !!!,"$4,390,000",4,260
1620519574-4715,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=33,Casa en Venta en El Refugio Querétaro,"$3,774,736",3,211
1620519553-4638,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=35,Casa en Venta en RESIDENCIAL EL REFUGIO,"$2,730,000",3,190
1620518258-1373,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=9,Casa en Venta en Cumbres del Lago Juriquilla con hermosa vista y Roof Garde,"$3,371,000",3,230
1620519249-3860,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=22,"Altos de Juriquilla, Casas en Venta con Moderno Diseño. Fvr","$3,698,000",4,209
1620518142-973,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/casa/for-sale/?currency=mxn,"Casa en venta en Misión Antigua, modelo Mónaco, 3 , 3.5 ","$2,718,000",3,156
1620518553-2223,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?&page=6,Casa de lujo en El Campanario de 3 recamaras! JGJ 20-3697,"$19,990,000",3,500
1620519075-3352,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=39,Casa en VENTA NUEVA de amplios espacios moderna en PRIVADA,"$2,695,000",3,200
1620518242-1336,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=11,VENTA CASA CUMBRES DEL LAGO JURIQUILLA - QUERÉTARO,"$4,500,000",3,330
1620519117-3467,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=35,DESCUENTO ESPECIAL Casa en Venta,"$4,298,002",3,231
1620518199-1182,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=16,Casa lujosa en Cumbres del Lago de 3 dormitorios y 280 mts2! RAHQRO,"$4,200,000",3,280
1620518885-2932,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=2,VENTA CASA EN SENDERO DE LA PAZ MILENNIO III,"$5,500,000",4,324
1620519650-4956,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=25,Casa a estrenar en El Refugio de 3 recamaras! RCS,"$5,290,000",3,261
1620518455-2054,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=3,"Casa de un Piso, con amplio jardín, en Jurica, Queretaro.","$7,300,000",4,300
1620519726-5176,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=17,CASA EN VENTA EN EL REFUGIO,"$1,980,000",2,137
1620518182-1122,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=18,"Casa sola en Venta, en Cumbres del Lago, Querétaro","$3,200,000",3,163
1620518191-1147,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=17,PREVENTA DE HERMOSA CASA DUPLEX CON AMENIDADES INCREIBLES,"$2,425,000",2,136
1620519697-5088,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=20,Casa con Recámara en Planta Baja. Venta - El Refugio,"$3,150,000",4,169
1620518199-1170,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=16,"Vendo casa en Juriquilla, en privada con alberca en Querétaro","$2,200,000",2,160
1620519258-3892,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=21,"Casa NUEVA en Venta, Fraccionamiento c/Seguridad $5,200,000 Juriquilla,QUERETARO","$5,200,000",3,315
1620519744-5253,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=15,Casa en venta en El Refugio # 20-774 JL,"$3,861,000",4,270
1620519659-4967,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=24,Casa en El Refugio de 3 dormitorios y 130 mts2! GOC,"$2,320,000",3,130
1620519669-4997,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=23,Casa en venta El Refugio 3 habitaciones YCC,"$3,200,000",3,182
1620519097-3406,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=37,Casa en PREVENTA de 3 dormitorios y 198 mts2 en Altos de Juriquilla! RAHQRO,"$3,498,000",3,198
1620518706-2538,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=5,SE VENDE HERMOSA CASA EN MIRADOR,"$2,750,000",3,170
1620519763-5299,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=13,Casa NUEVA en condominio BOJAI-Refugio,"$2,600,000",3,160
1620518369-1755,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=13,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,505
1620519781-5365,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=11,Bonita Casa en Venta El Refugio 3 Recamaras en Privada con Amenidades Jf,"$2,302,300",3,127
1620519341-4069,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=15,Casa con diseño de arquitecto en Juriquilla con Roof Garden y 3 dormitorios! RCS,"$3,498,000",3,198
1620519678-5046,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=22,Preventa hermosa casa de 3 niveles ubicada en la zona dorada de Queretaro JF,"$3,199,000",3,149
1620519169-3640,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=30,"Casa Para Venta, con Variadas Amenidades y Parques. Altos de Juriquilla","$3,659,000",3,207
1620519734-5230,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=16,Hermosa casa en El Refugio con Roof Garden y 4 dormitorios! RAHQRO,"$2,960,000",4,189
1620519056-3319,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=40,CASA DE 3 RECAMARAS EN SAN ISIDRO JURIQUILLA   #20-2183,"$2,590,000",3,195
1620518258-1391,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=9,Casa en venta Cumbres del Lago 2 habitaciones JGCC,"$2,704,000",2,134
1620519035-3281,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=42,Vendo espectacular casa con vista al lago de Juriquilla! Alberca propia!,"$9,200,000",4,568
1620518142-961,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/casa/for-sale/?currency=mxn,"CASA EN VENTA EN PUERTA DE PIEDRA, 2 PLANTAS 2 , 2.5 , ALBERCA.","$2,150,000",2,107
1620518401-1853,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=9,Casa en venta Jurica 3 habitaciones JGCC,"$13,500,000",3,445
1620518360-1722,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/casa/for-sale/?&page=1,Casa en condominio cerrado en Centro Sur de 245 mts2! RAHQRO 19-2178,"$3,800,000",4,245
1620519470-4421,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=4,Juriquilla. Casa de Segunda Mano con Amplio Jardín y Cuarto de Servicio - Venta,"$7,990,000",3,420
