web-scraper-order,web-scraper-start-url,titulo,precio,recamaras,baños,mconstruidos
1620516943-761,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=4,Renta de Departamento en Juriquilla Querétaro con hermosa vista,"$20,000",2,2,160
1620516781-141,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=4,Departamento amueblado en Centro Sur de 3 dormitorios! RAHQRO 20-247,"$25,000",3,3,110
1620516811-242,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,DEPARTAMENTO EN RENTA  AMUEBLADO 3 RECAMARAS ZONA JURIQUILLA QUERETARO,"$23,000",3,2,140
1620516797-205,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,"Departamento en renta en Centro Sur, Qro.","$24,000",2,2,107
1620516873-480,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=2,RENTA DEPARTAMENTOS - PUNTA MILENIO - QUERETARO,"$14,500",null,null,111
1620516927-708,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=6,Apartment - Juriquilla,"$15,000",2,2,135
1620516797-182,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,ESTRENE DEPARTAMENTO EN RENTA,"$20,000",3,2,109
1620516958-832,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=2,"Planta baja con 2 dormitorios y buena ubicación, departamento sin amueblar! RAH","$7,400",2,2,72
1620516849-405,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,Departamento en renta El MIrador 2 habitaciones JGCC,"$11,500",2,2,85
1620516857-431,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=1,Departamento amueblado en renta GGV#21-2500,"$11,500",1,1,72
1620516976-867,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=3,Departamento Nuevo en Renta Amueblado de 3 Recamaras,"$24,000",3,4,243
1620516991-938,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=1,PENTHOUSE EN RENTA EN NATUUR REFUGIO,"$21,000",4,3,176
1620516880-529,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=1,"DEPARTAMENTO EN VENTA O RENTA EN MILENIO III,  3 REC., ALBERCA.","$18,500",3,2,170
1620516805-218,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,Departamento en Centro Sur de 2 dormitorios y 87 mts2! RAHQRO,"$14,000",2,2,87
1620516966-863,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=1,LOFT EN RENTA NAUTICO JURIQUILLA AMUEBLADO,"$14,000",1,1,55
1620516912-649,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=8,Ph juriquilla towers,"$42,000",3,3,202
1620516943-752,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=4,Departamento amueblado cerca de UVM en renta Queretaro,"$14,000",2,2,160
1620516888-553,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=11,Departamento Artigas con vista al Lago. Magnolia Luxury Condos.,"$30,000",3,3,177
1620516857-439,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=1,El Mirador departamento amueblado de 1 recamaras! RAHQRO,"$9,500",1,1,72
1620516811-256,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,"DEPARTAMENTO AMUEBLADO EN ARCO DE PIEDRA JURICA QUERÉTARO. $25,000","$25,000",2,2,92
1620516797-181,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,DEPARTAMENTO DE UNA HABITACIÓN EN  CENTRAL PARK (100 M2),"$17,000",1,1,100
1620516935-735,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=5,"DEPARTAMENTO EN VENTA/RENTA EN JURIQUILLA VISTA DIAMANTE, 2 REC., ALBERCA.","$20,000",2,2,111
1620516935-741,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=5,Departamento en renta en Juriquilla Towers,"$28,892",2,3,130
1620516919-667,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=7,Departamento en Renta en BIOSFERA TOWERS JURIQUILLA,"$27,000",3,3,175
1620516789-166,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,DEPARTAMENTO EN RENTA EN CENTRAL PARK,"$38,000",3,4,270
1620516912-631,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=8,Departamento en dúplex en Altos de Juriquilla de 156 mts2! RAHQRO,"$14,500",2,3,156
1620516966-855,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=1,Departamento en renta amueblado con servicios en Juriquilla,"$11,500",1,1,60
1620516766-82,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=6,"Departamento en renta en Centro Sur, Qro.","$24,000",2,2,107
1620516880-510,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=1,"Loft en Renta, en Milenio 3a. Sección, Querétaro","$7,500",1,1,40
1620516811-261,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,Exclusivo departamento en Arco de piedra,"$14,000",2,2,null
1620516797-203,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,RENTA DEPARTAMENTO AMUEBLADO EN CENTRO SUR 2 RECAMARAS,"$23,000",2,2,82
1620516935-731,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=5,Departamento en Renta  JURIQUILLA QUERETARO LIFE 3 Habitaciones y con Amenidades,"$19,000",3,2,null
1620516849-407,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,Departamento en renta y de lujo en zona privilegiada de Queretaro 2 Rec 2 bañ JF,"$14,000",2,2,85
1620516849-395,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,Duplex en renta en planta alta en el Mirador,"$12,000",2,2,150
1620516888-560,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=11,"Se Renta Precioso Departamento en Santa Fe Juriquilla, 2 Recamaras, 2 Baños Lujo","$21,000",2,2,132
1620516819-287,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento sin amueblar en la zona de mayor plusvalía de Querétaro! RAHQRO,"$25,000",2,2,76
1620516805-236,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,"Departamento en renta en Centro Sur, Qro.","$14,000",2,2,90
1620516912-632,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=8,"En renta departamento amueblado en Juriquilla, Querétaro","$18,000",2,2,91
1620516750-13,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?&page=2,Departamento en renta,"$18,500",2,2,100
1620516789-156,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,RENTA DE DEPARTAMENTO EN CENTRO SUR,"$20,000",2,1,93
1620516825-309,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,Departamento AMUEBLADO en exclusivo residencial,"$20,500",1,1,40
1620516958-824,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=2,Altos de Juriquilla departamento sin amueblar de 109 mts2!,"$14,500",2,2,109
1620516825-301,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA EN SIERRA AZUL CON VISTA A LA CIUDAD CAMPANARIO QUERETARO,"$23,890",2,2,210
1620516789-174,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Departamento en renta de 87 mts2 amoblado en Centro Sur! RAHQRO,"$21,000",2,2,87
1620516912-647,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=8,RENTA DEPARTAMENTO EN GRAN RESERVA JURIQUILLA,"$13,000",3,2,136
1620516833-347,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,"DEPARTAMENTO EN RENTA, CITY VIEW, CAMPANARIO, AMUEBLADO","$24,000",2,2,110
1620516865-474,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=3,RENTA DE DEPARTAMENTO AMUEBLADO Y EQUPADO  EN LOS MIRADORES,"$25,000",2,null,null
1620516984-915,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=2,NATUUR TOWERS EL REFUGIO Departamento en renta,"$12,000",2,1,86
1620516849-409,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,"El Mirador. Departamento Amueblado de 2 Recámaras, Renta","$15,500",2,2,122
1620516774-112,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=5,DEPARTAMENTO EN RENTA / AMUEBLADO / CENTRAL PARK / QUERETARO,"$18,000",2,2,156
1620516825-311,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,RENTA CAMPANARIO SIERRA AZUL,"$18,000",2,2,null
1620516774-106,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=5,RENTA DEPARTAMENTO CENTRO SUR,"$19,500",2,3,129
1620516958-810,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=2,Renta/Departamento/Biosfera towers,"$17,500",3,2,120
1620516984-908,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=2,Departamento en Renta en Queretaro El Refugio Bojai,"$12,300",3,3,125
1620516805-234,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,Renta lujoso departamento central park amueblado,"$25,000",2,2,85
1620516849-406,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,"El Mirador, lindo departamento a estrenar en renta. FVR","$14,000",2,2,122
1620516912-646,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=8,Departamento de 2 recamaras en renta Cantalagua Juriquilla,"$15,000",2,2,null
1620516976-880,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=3,"Departamento en Renta, en Residencial el Refugio, Querétaro","$12,900",2,2,100
1620516976-874,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=3,Departamento amueblado con 3 recamaras de lujo en El Refugio YCC,"$23,000",3,3,250
1620516841-382,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=3,Departamento en Renta. El Mirador. FVR,"$12,500",2,2,85
1620516819-292,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento sin amueblar El Campanario de 120 mts2! RCS,"$29,000",2,2,120
1620516927-694,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=6,"Departamento en Renta, en Juriquilla, Querétaro","$17,000",2,2,90
1620516984-910,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=2,"TORRE MARBELLA, EL REFUGIO QUERÉTARO, BELLO DEPARTAMENTO EN RENTA.","$18,500",3,3,240
1620516976-866,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=3,"Departamento en Renta, Metrópolis, El Refugio","$15,900",3,2,null
1620516880-527,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=1,RENTA DEPARTAMENTO EN CONDOMINIO CON ALBERCA MILENIO III,"$10,000",2,2,100
1620516966-849,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=1,"RENTA de Departamento en Juriquilla, Queretaro, Edificio Tres Vistas Juriquilla","$13,500",3,2,135
1620516991-930,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=1,"Departamento en el Refugio de 3 dormitorios, principal con vestier y baño! GOC","$18,000",3,3,190
1620516991-925,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=1,"renta departamento, el refugio QUERETARO","$10,500",2,2,90
1620516811-265,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,RENTA DEPARTAMENTO PALMAS CONDESA,"$11,500",2,2,134
1620516927-687,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=6,Departamento en Renta en Juriquilla,"$18,500",3,2,130
1620516966-842,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=1,"DEPARTAMENTO AMUEBLADO EN RENTA EN WISE LIVING JURIQUILLA, QRO. GPS INMOBILIARIA","$24,000",1,1,114
1620516797-188,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,RENTA DE DEPARTAMENTO AMUEBLADO Y EQUIPADO EN CENTRAL PARK,"$30,000",2,2,160
1620516984-893,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=2,Querétaro  El Refugio increíble departamento en renta,"$15,900",3,3,157
1620516984-911,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=2,Renta departamento Refugio,"$12,500",2,2,92
1620516951-786,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=3,Renta Departamento Amueblado En Juriquilla Santa Fe  1 Dormitorio,"$22,500",1,2,98
1620516811-258,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,VENTA Y RENTA DE DEPARTAMENTO EN AIRA ARCO DE PIEDRA,"$19,800",2,2,147
1620516774-118,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=5,"RENTA de DEPARTAMENTO AMUEBLADO con Alberca. Centro Sur, Queretaro","$25,000",3,2,110
1620516805-211,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,Departamento Centro Sur Querétaro,"$13,500",2,2,84
1620516819-275,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento en El Campanario de 40 mts2 y 1 dormitorio! en renta RAHQRO 20-245,"$20,500",1,1,40
1620516904-611,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=9,"DEPARTAMENTO EN VENTA O RENTA EN BIOSFERA TOWERS, JURIQUILLA","$15,000",2,2,95
1620516951-780,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=3,"RENTO DEPA EN JURIQUILLA, QUERÉTARO.","$13,500",2,2,91
1620516966-853,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=1,"RENTA de Depto Exclusivo Biósfera Tw Juriquilla, 3 rec. y refrescante alberca !!","$17,000",3,2,120
1620516880-517,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=1,DEPARTAMENTO EN RENTA EN QUERETARO Milenio 3a. Sección,"$18,000",2,2,147
1620516833-330,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento en Renta en La Reserva El Campanario,"$22,000",3,3,150
1620516825-316,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,Departamento sin amueblar El Campanario de 120 mts2! RCS,"$29,000",2,2,120
1620516873-504,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=2,"DEPARTAMENTO EN RENTA, MILENIO III, QUERÉTARO, QRO.","$14,080",3,2,140
1620516811-239,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,RENTA DEPARTAMENTO NUEVO EN AIRA RESIDENCIAL JURICA,"$18,000",2,2,148
1620516811-240,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,Se rentan departamentos (tipo loft) y recamaras en Av. Paseo Jurica,"$4,500",1,1,60
1620516789-160,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Departamento en Central Park,"$35,000",3,3,211
1620516789-153,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Espectacular Departamento de  Recámaras y 2  Baños en Centro Sur Ofp 19-601,"$15,000",2,2,85
1620516865-452,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=3,DEPARTAMENTO EN RENTA EN LA CIMA MILENIO III,"$12,500",2,2,153
1620516958-823,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=2,RENTA DEPARTAMENTOS JURIQUILLA,"$13,000",2,2,107
1620516912-648,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=8,Departamento en Fray Junipero Serra con vista hacia jardín central! GOC,"$7,000",2,2,73
1620516951-779,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=3,Renta Departamento en Biosfera Juriquilla 3 Recamaras y excelente vista.,"$18,000",3,3,133
1620516849-397,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,Departamento en renta El Mirador 1 habitación AVH,"$11,500",1,1,72
1620516811-250,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,"Departamento en Renta en Aira, Jurica","$21,003",3,2,157
1620516958-826,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=2,Departamento Amueblado en Juriquilla,"$15,000",1,2,98
1620516976-883,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=3,"DEPARTAMENTO EN RENTA 3 RECAMARAS CON ALBERCA, QUERETARO","$12,500",3,2,120
1620516781-128,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=4,Departamento sin amoblar en Centro Sur de 2 dormitorios! RAHQRO,null,2,2,87
1620516789-178,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Departamento AMUEBLADO en exclusivo residencial al sur de Querétaro,"$21,000",2,2,87
1620516833-338,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento en renta en El Campanario de 2 dormitorios y 2 baños completos! RAH,"$25,000",2,2,76
1620516857-425,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=1,Departamento en renta El Mirador 2 habitaciones JGCC,"$11,500",2,2,85
1620516789-150,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Bello Depa en Renta de 2 Recámaras y 2 Baños Completos en Centro Sur Ex-245,"$25,000",2,2,170
1620516766-72,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=6,"Departamento en Renta, Alia, Centro Sur, Queretaro","$18,000",2,2,null
